wei2yi1|唯一
wei2wu2er3|维吾尔
mei3guo2guo2hui4|美国国会
mei3miao4|美妙
shen4|肾
qiang1|腔
zi4ci3|自此
cai4dan1|菜单
xi1gua1|西瓜
ji4hua4sheng1yu4|计划生育
ping2fen1|评分
tan1|贪
gui4yang2|贵阳
yue4guo4|越过
shen1chu4|身处
che1xing2|车型
zhuan3bo1|转播
zhou2|轴
liao2ning2sheng3|辽宁省
zhe4yang4de5hua4|这样的话
mi2huo4|迷惑
cai3kuang4|采矿
chong2xian4|重现
xiao1|销
chang2qi1yi3lai2|长期以来
gu4|雇
qing1wa1|青蛙
yu4xian1|预先
feng1yun2|风云
feng1guang1|风光
feng1li4|风力
gao1ju3|高举
gao1shan1|高山
hei1she4hui4|黑社会
yi1ban1|一班
shang4yi1|上衣
bu4zen3me5|不怎么
bu4li3|不理
zhuan1yuan2|专员
ge4an4|个案
feng1|丰
wan2|丸
yu3|予
er4yang3hua4tan4|二氧化碳
wang2|亡
jiao1hu4|交互
jiao1ti4|交替
dai4hao4|代号
yi3dong1|以东
zhong4cai2|仲裁
di1jia4|低价
he2zai4|何在
xian1zhi1|先知
ru4zhu4|入住
yang3sheng1|养生
jian1bing4|兼并
jian1gu4|兼顾
leng3que4|冷却
fen1ji2|分级
xing2|刑
li4hai4|利害
jia1le4bi3hai3|加勒比海
lao2wu4|劳务
qu1kuai4|区块
nan2mei3zhou1|南美洲
yin4fa1|印发
yuan2gao4|原告
fa1shao1|发烧
ke3chi3|可耻
si1fa3bu4|司法部
yi2|咦
mi1|咪
xiang3qi3|响起
na3you3|哪有
xi3hao4|喜好
si4shi2|四十
si4ming2|四名
yuan2lin2|园林
gu4ti3|固体
gu4ding4zi1chan3|固定资产
quan1zi5|圈子
di4biao3|地表
fen2mu4|坟墓
da4jiao4|大叫
da4pao4|大炮
rong2qi4|容器
kuan1du4|宽度
cun4|寸
xiao3dui4|小队
shang4you3|尚有
diao3|屌
shan1gu3|山谷
gang3|岗
ju4xing1|巨星
kai1ting2|开庭
kai1huo3|开火
tan2he2|弹劾
bi4bei4|必备
kong3|恐
bei1guan1|悲观
xiang3lai2|想来
yi4xiang4|意向
wei4wen4|慰问
kang1kai3|慷慨
ge1|戈
bao4jia4|报价
di3ya1|抵押
la1mu3|拉姆
tong3|捅
zhang3guan3|掌管
mo2gen1|摩根
che4hui2|撤回
fang4chu1|放出
xin1cheng2|新城
fang1wei4|方位
wu2qiong2|无穷
zao3ri4|早日
you3xian4ze2ren4|有限责任
chao2zhe5|朝着
cha2chu1|查出
kuan3xiang4|款项
wu3gong1|武功
can2liu2|残留
shui3fen4|水分
han4zhong1|汉中
lun2xian4|沦陷
you2hua4|油画
xi3nao3|洗脑
liu2shui3|流水
ye4|液
you2yong3chi2|游泳池
wu4yu3|物语
wang2pai2|王牌
xian4chang3zhi2bo1|现场直播
dian4chang3|电厂
dian4zi5shang1wu4|电子商务
sheng4|盛
kuang4shan1|矿山
tu1fa1|突发
tu1xi2|突袭
chuang1wai4|窗外
guan3li3zhe3|管理者
fen3hong2|粉红
gang1|纲
xian4xing4|线性
chuo4hao4|绰号
bian1zuan3|编纂
lao3nian2ren2|老年人
lao3ye2|老爷
hu2tong4|胡同
jiao3ben3|脚本
fu4bu4|腹部
cao3gen1|草根
huang1tang2|荒唐
rong2xing4|荣幸
zang4|葬
xing2xiao1|行销
jue2wu4|觉悟
jie3jiu4|解救
qing3lai2|请来
ke4ben3|课本
fu4he4|负荷
che1pai2|车牌
ci2qu4|辞去
bian1shang4|边上
zhe4qun2|这群
ji4|迹
shi4|适
di4jiao1|递交
yu4hai4|遇害
zhong4hui2|重回
chong2sheng1|重生
men2hu4|门户
ge2xia4|阁下
e4|鳄
mo4mo4|默默
yi2bei4|一倍
yi1tuan2|一团
san1bai3|三百
san1xiang4|三项
bu4gong1|不公
bu4bi4yao4|不必要
bu4kuai4|不快
zhong1xing2|中型
zhong1xiao3qi3ye4|中小企业
zhi1li4|之力
shi4bian4|事变
ya4tai4|亚太
ya4zhou1|亚州
zhuan4ji4|传记
yu2di4|余地
li4xing2|例行
bao3xian3gong1si1|保险公司
xiu1lian4|修炼
pian1xiang4|偏向
pian1li2|偏离
tou1pai1|偷拍
ru2jia1|儒家
ke4luo2di4ya4|克罗地亚
mian3chu2|免除
quan2xian4|全县
quan2ju2|全局
jue2bu4|决不
chu1chai1|出差
gang1guo3|刚果
qian2lie4|前列
qian2xing2|前行
ju4zhong1|剧中
jian3ji2|剪辑
li4qiu2|力求
hua2nan2|华南
mai4yin2|卖淫
yin4du4ren2|印度人
chang3fang2|厂房
fa1bing4|发病
xu4shi4|叙事
shi3shi1|史诗
ji2li4|吉利
hou4gong1|后宫
fou3|否
ha1sa4ke4|哈萨克
shang1hui4|商会
shang1cheng2|商城
chao2feng3|嘲讽
si4ji4|四季
guo2qi3|国企
di4xia4shui3|地下水
jian1shi2|坚实
mai2zang4|埋葬
mo4er3ben3|墨尔本
duo1da2|多达
da4zhuan1|大专
da4jiang4|大将
tian1xian4|天线
tai4jian4|太监
tou2xiang4|头像
an1li3hui4|安理会
ding4wei4|定为
bao3zang4|宝藏
bao3ma3|宝马
xiao3gou3|小狗
xia2gu3|峡谷
xun2shi4|巡视
gan4diao4|干掉
ping2xi1|平息
bing4yong4|并用
zhang1xian3|彰显
tu2di4|徒弟
de2yi4zhi4|德意志
kuai4gan3|快感
zen3neng2|怎能
xing4sheng1huo2|性生活
xing4xing2wei4|性行为
e4xing4|恶性
zhan4jian4|战舰
di3yu4|抵御
zhao1hu1|招呼
zhi3wen2|指纹
tui1chong2|推崇
wo4shou3|握手
pan1sheng1|攀升
zheng4ti3|政体
jiao4zong1|教宗
chang3kai1|敞开
shu4ge4|数个
wen2hua4yi2chan3|文化遗产
xie2|斜
wu2chang2|无偿
ri4wan3|日晚
wan3nian2|晚年
zhi4ku4|智库
li3peng2|李鹏
tiao2mu4|条目
lin2ken3|林肯
guo3duan4|果断
he2dian4|核电
ge2lin2|格林
zheng4shi4|正视
wu3han4shi4|武汉市
wu3jing3|武警
wai1|歪
can2bao4|残暴
shui3liu2|水流
yan2ge2|沿革
huo2zai4|活在
liu2lei4|流泪
hai3kou3|海口
hai3yun4|海运
xuan4ran3|渲染
bin1hai3|滨海
yan3shi4|演示
re4liang4|热量
mu4chang3|牧场
wan2fa3|玩法
xian4shi2|现时
wa3si1|瓦斯
yong4ren2|用人
yong4dao4|用到
dian4shi4jie2mu4|电视节目
bai3huo4|百货
mu4qian2wei2zhi3|目前为止
kan4ba5|看吧
ke1ju3|科举
xiao4sheng1|笑声
jing1ye4|精液
zhong1sheng1|终生
gei3qian2|给钱
guan4|罐
nai4|耐
ju4he2|聚合
zi4ran2zi1yuan2|自然资源
wei1suo1|萎缩
zheng1qi4|蒸汽
bo2ruo4|薄弱
jie4kou3|藉口
cai2yuan2|裁员
zhuang1you3|装有
yao4bu4ran2|要不然
shi4shi4kan4|试试看
you4ren2|诱人
diao4du4|调度
pin2|贫
qu4wei4|趣味
pao3dao4|跑道
shen1zi5|身子
zhu2nian2|逐年
tong1huo4peng2zhang4|通货膨胀
zao4fan3|造反
jian4|鉴
qian1|铅
fang2shui3|防水
yin1jing1|阴茎
pei2tong2|陪同
long2zhong4|隆重
ba4quan2|霸权
mai2|霾
fei1fan2|非凡
ling3shi4guan3|领事馆
ying1|鹰
yi1ping2|一瓶
wan4ping2fang1mi3|万平方米
wan4li3|万里
san1xia2|三峡
xia4xia2|下辖
bu4fu2|不符
bu4guan3zen3yang4|不管怎样
zhong1xing1|中兴
zhu3ti2qu1|主题曲
ju3zhi3|举止
qi3gai4|乞丐
mai3dan1|买单
mai3jia1|买家
jing1dong1|京东
jie4yu2|介于
chuan2gei3|传给
gu1suan4|估算
zuo4wen2|作文
pian1hao3|偏好
zhao4|兆
mian3yu2|免于
gong1you3|公有
guan1ai4|关爱
tu1xian3|凸显
chu1xie3|出血
fen1zu3|分组
qian2shen1|前身
jia1ban1|加班
qin2lao2|勤劳
shi2wan4|十万
yuan2di4|原地
pan4tu2|叛徒
gu3ren2|古人
zhao4hui2|召回
ke3xin4|可信
ke3guan1|可观
ming2pian4|名片
na4han3|呐喊
na3lai2|哪来
tu2wen2|图文
zeng1zhi2|增值
wai4ke1|外科
duo1chu4|多处
da4si4|大肆
tian1ya2|天涯
hao3gan3|好感
xian2yi2|嫌疑
xuan1chuan2bu4|宣传部
shi4you3|室友
jia1wu4|家务
jia1dian4|家电
cha2|察
